r,omega,u
0,33.3594,-0.300781
0,31.9844,-0.300781
0,30.6367,-0.296875
0,29.3359,-0.3125
0,28.0742,-0.320313
0,26.7969,-0.296875
0,25.5625,-0.300781
0,24.3242,-0.28125
0,23.1094,-0.273438
0,21.8984,-0.25
0,20.75,-0.261719
0,19.6719,-0.285156
0,18.5977,-0.269531
0,17.5352,-0.253906
0,16.5,-0.25
0,15.4609,-0.226563
0,14.4609,-0.222656
0,13.5,-0.222656
0,12.5742,-0.222656
0,11.6992,-0.230469
0,10.875,-0.246094
0,10.0469,-0.230469
0,9.22266,-0.210938
0,8.42188,-0.203125
0,7.67188,-0.214844
0,6.9375,-0.207031
0,6.19922,-0.1875
0,5.47266,-0.175781
0,4.79688,-0.183594
0,4.10938,-0.160156
0,3.47266,-0.167969
0,2.89844,-0.1875
0,2.375,-0.207031
0,1.875,-0.214844
0,1.35938,-0.195313
0,0.8125,-0.160156
0,0.261719,-0.144531
0,-0.222656,-0.164063
0,-0.699219,-0.15625
0,-1.125,-0.175781
0,-1.57422,-0.148438
0,-2.07422,-0.101563
0,-2.51172,-0.121094
0,-2.92188,-0.121094
0,-3.28516,-0.136719
0,-3.63672,-0.132813
0,-3.96094,-0.136719
0,-4.25,-0.152344
0,-4.53516,-0.144531
0,-4.85938,-0.113281
0,-5.17188,-0.109375
0,-5.42188,-0.132813
0,-5.63672,-0.152344
0,-5.82422,-0.164063
0,-6.01172,-0.160156
0,-6.21094,-0.152344
0,-6.42188,-0.136719
0,-6.63672,-0.128906
0,-6.8125,-0.144531
0,-6.96094,-0.15625
0,-7.10938,-0.152344
0,-7.3125,-0.117188
0,-7.57422,-0.0703125
0,-7.83594,-0.0507813
0,-8.04688,-0.0625
0,-8.19922,-0.0898438
0,-8.27344,-0.128906
0,-8.33594,-0.132813
0,-8.41016,-0.125
0,-8.5,-0.117188
0,-8.59766,-0.105469
0,-8.69922,-0.101563
0,-8.77344,-0.109375
0,-8.84766,-0.105469
0,-8.92188,-0.101563
0,-8.97266,-0.109375
0,-9.02344,-0.109375
0,-9.0625,-0.113281
0,-9.09766,-0.109375
0,-9.13672,-0.105469
0,-9.14844,-0.121094
0,-9.17188,-0.109375
0,-9.19922,-0.109375
0,-9.22266,-0.105469
0,-9.23438,-0.109375
0,-9.25,-0.109375
0,-9.26172,-0.105469
0,-9.26172,-0.109375
0,-9.27344,-0.101563
0,-9.27344,-0.105469
0,-9.27344,-0.101563
0,-9.27344,-0.0976563
0,-9.27344,-0.0976563
0,-9.27344,-0.09375
0,-9.27344,-0.0898438
0,-9.27344,-0.0859375
0,-9.27344,-0.0820313
0,-9.27344,-0.078125
0,-9.27344,-0.0703125
0,-9.27344,-0.0664063
0,-9.27344,-0.0625
0,-9.27344,-0.0546875
0,-9.27344,-0.0507813
0,-9.27344,-0.0429688
0,-9.27344,-0.0351563
0,-9.27344,-0.0273438
0,-9.27344,-0.0234375
0,-9.27344,-0.015625
0,-9.27344,-0.0078125
0,-9.27344,0
0,-9.27344,0.0078125
0,-9.27344,0.015625
0,-9.27344,0.0234375
0,-9.27344,0.0351563
0,-9.27344,0.0429688
0,-9.27344,0.0546875
0,-9.27344,0.0625
0,-9.27344,0.0742188
0,-9.27344,0.0859375
0,-9.26172,0.0898438
0,-9.23438,0.0898438
0,-9.1875,0.0820313
0,-9.125,0.0820313
0,-9.0625,0.0859375
0,-9.01172,0.0976563
0,-8.94922,0.0976563
0,-8.875,0.09375
0,-8.8125,0.105469
0,-8.75,0.113281
0,-8.67188,0.109375
0,-8.59766,0.113281
0,-8.52344,0.117188
0,-8.44922,0.121094
0,-8.375,0.125
0,-8.28516,0.121094
0,-8.1875,0.117188
0,-8.04688,0.09375
0,-7.91016,0.0898438
0,-7.78516,0.09375
0,-7.69922,0.117188
0,-7.63672,0.132813
0,-7.59766,0.15625
0,-7.57422,0.171875
0,-7.54688,0.179688
0,-7.5,0.171875
0,-7.4375,0.171875
0,-7.38672,0.183594
0,-7.32422,0.183594
0,-7.25,0.179688
0,-7.17188,0.183594
0,-7.0625,0.164063
0,-6.89844,0.132813
0,-6.6875,0.0976563
0,-6.44922,0.0664063
0,-6.23438,0.0664063
0,-6.04688,0.0703125
0,-5.89844,0.0820313
0,-5.77344,0.0898438
0,-5.67188,0.101563
0,-5.59766,0.117188
0,-5.52344,0.117188
0,-5.44922,0.117188
0,-5.34766,0.101563
0,-5.25,0.0976563
0,-5.14844,0.0976563
0,-5.04688,0.09375
0,-4.96094,0.0976563
0,-4.89844,0.113281
0,-4.875,0.136719
0,-4.84766,0.140625
0,-4.83594,0.152344
0,-4.8125,0.152344
0,-4.77344,0.148438
0,-4.75,0.160156
0,-4.69922,0.152344
0,-4.66016,0.164063
0,-4.625,0.167969
0,-4.57422,0.164063
0,-4.52344,0.164063
0,-4.48438,0.175781
0,-4.42188,0.164063
0,-4.34766,0.15625
0,-4.25,0.140625
0,-4.10938,0.113281
0,-3.94922,0.0898438
0,-3.77344,0.0703125
0,-3.64844,0.0898438
0,-3.54688,0.0976563
0,-3.47266,0.109375
0,-3.42188,0.121094
0,-3.35938,0.117188
0,-3.29688,0.113281
0,-3.23438,0.113281
0,-3.16016,0.101563
0,-3.09766,0.109375
0,-3.03516,0.105469
0,-2.98438,0.113281
0,-2.9375,0.113281
0,-2.88672,0.113281
0,-2.84766,0.117188
0,-2.79688,0.113281
0,-2.75,0.109375
0,-2.71094,0.117188
0,-2.67188,0.117188
0,-2.64844,0.125
0,-2.60938,0.121094
0,-2.57422,0.121094
0,-2.54688,0.128906
0,-2.52344,0.132813
0,-2.48438,0.125
0,-2.4375,0.117188
0,-2.39844,0.125
0,-2.35938,0.125
0,-2.3125,0.117188
0,-2.25,0.105469
0,-2.19922,0.113281
0,-2.125,0.09375
0,-2.0625,0.0976563
0,-2,0.09375
0,-1.9375,0.0898438
0,-1.875,0.0859375
0,-1.83594,0.0976563
0,-1.82422,0.113281
0,-1.82422,0.125
0,-1.8125,0.117188
0,-1.8125,0.128906
0,-1.79688,0.125
0,-1.78516,0.125
0,-1.77344,0.128906
0,-1.76172,0.128906
0,-1.75,0.132813
0,-1.73438,0.132813
0,-1.72266,0.136719
0,-1.69922,0.128906
0,-1.69922,0.144531
0,-1.6875,0.140625
0,-1.67188,0.144531
0,-1.66016,0.144531
0,-1.64844,0.148438
0,-1.63672,0.148438
0,-1.625,0.152344
0,-1.60938,0.152344
0,-1.59766,0.15625
0,-1.58594,0.15625
0,-1.5625,0.152344
0,-1.54688,0.160156
0,-1.54688,0.167969
0,-1.53516,0.164063
0,-1.52344,0.167969
0,-1.51172,0.167969
0,-1.5,0.171875
0,-1.48438,0.171875
0,-1.48438,0.183594
0,-1.47266,0.179688
0,-1.44922,0.171875
0,-1.42188,0.175781
0,-1.42188,0.191406
0,-1.41016,0.1875
0,-1.38672,0.179688
0,-1.35938,0.179688
0,-1.33594,0.179688
0,-1.32422,0.191406
0,-1.29688,0.183594
0,-1.27344,0.183594
0,-1.23438,0.175781
0,-1.1875,0.167969
0,-1.13672,0.164063
0,-1.08594,0.164063
0,-1.01172,0.144531
0,-0.898438,0.117188
0,-0.75,0.0820313
0,-0.597656,0.0664063
0,-0.472656,0.0664063
0,-0.386719,0.078125
0,-0.3125,0.078125
0,-0.261719,0.0859375
0,-0.234375,0.09375
0,-0.210938,0.09375
0,-0.199219,0.0976563
0,-0.199219,0.101563
0,-0.199219,0.101563
0,-0.1875,0.09375
0,-0.1875,0.101563
0,-0.171875,0.09375
0,-0.171875,0.101563
0,-0.171875,0.101563
0,-0.171875,0.101563
0,-0.171875,0.101563
0,-0.160156,0.09375
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.0976563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.101563
0,-0.160156,0.105469
0,-0.160156,0.105469
0,-0.160156,0.105469
0,-0.160156,0.105469
0,-0.160156,0.105469
0,-0.160156,0.105469
0,-0.148438,0.0976563
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.105469
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.148438,0.109375
0,-0.136719,0.101563
0,-0.136719,0.109375
0,-0.136719,0.109375
0,-0.136719,0.109375
0,-0.125,0.101563
0,-0.125,0.109375
0,-0.125,0.109375
0,-0.125,0.109375
0,-0.109375,0.101563
0,-0.109375,0.109375
0,-0.109375,0.109375
0,-0.109375,0.109375
0,-0.0976563,0.101563
0,-0.0976563,0.109375
0,-0.0976563,0.109375
0,-0.0976563,0.109375
0,-0.0976563,0.109375
0,-0.0859375,0.101563
0,-0.0859375,0.109375
0,-0.0859375,0.109375
0,-0.0859375,0.109375
0,-0.0742188,0.101563
0,-0.0742188,0.109375
0,-0.0742188,0.109375
0,-0.0742188,0.109375
0,-0.0742188,0.109375
0,-0.0742188,0.109375
0,-0.0742188,0.109375
0,-0.0742188,0.109375
0,-0.0625,0.101563
0,-0.0625,0.109375
0,-0.0625,0.109375
0,-0.0625,0.109375
0,-0.0625,0.109375
0,-0.0625,0.109375
0,-0.0625,0.109375
0,-0.046875,0.101563
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.109375
0,-0.046875,0.113281
0,-0.046875,0.113281
0,-0.0351563,0.105469
0,-0.0351563,0.109375
0,-0.0351563,0.109375
0,-0.0351563,0.109375
0,-0.0351563,0.109375
0,-0.0351563,0.109375
0,-0.0234375,0.101563
0,-0.0234375,0.109375
0,-0.0234375,0.109375
0,-0.0234375,0.109375
0,-0.0234375,0.109375
0,-0.0234375,0.109375
0,-0.0234375,0.109375
0,-0.0117188,0.101563
0,-0.0117188,0.109375
0,-0.0117188,0.109375
0,-0.0117188,0.109375
0,-0.0117188,0.109375
0,-0.0117188,0.109375
0,-0.0117188,0.109375
0,-0.0117188,0.109375
0,0,0.101563
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0,0.109375
0,0.0117188,0.101563
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.105469
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.101563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.0976563
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.09375
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0898438
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
0,0.0117188,0.0859375
50,0.0117188,0.0859375
50,0.0117188,0.257813
50,0.0742188,0.390625
50,0.375,0.410156
50,1.02344,0.332031
50,1.88672,0.300781
50,2.84766,0.316406
50,3.875,0.34375
50,4.94922,0.367188
50,6.09766,0.367188
50,7.32422,0.359375
50,8.59766,0.355469
50,9.91016,0.347656
50,11.2617,0.335938
50,12.6484,0.316406
50,14.0234,0.320313
50,15.3867,0.320313
50,16.7227,0.328125
50,18.0469,0.328125
50,19.375,0.316406
50,20.6992,0.300781
50,22.0234,0.28125
50,23.3242,0.273438
50,24.5742,0.28125
50,25.7617,0.300781
50,26.9492,0.285156
50,28.1094,0.277344
50,29.2734,0.257813
50,30.4102,0.25
50,31.5117,0.246094
50,32.5742,0.246094
50,33.5977,0.246094
50,34.5859,0.25
50,35.5234,0.261719
50,36.4727,0.234375
50,37.3984,0.230469
50,38.2969,0.222656
50,39.1992,0.203125
50,40.0742,0.191406
50,40.9102,0.191406
50,41.6875,0.207031
50,42.4102,0.222656
50,43.1094,0.222656
50,43.7852,0.222656
50,44.4727,0.203125
50,45.1719,0.175781
50,45.8477,0.171875
50,46.4844,0.175781
50,47.0742,0.1875
50,47.6484,0.183594
50,48.2344,0.160156
50,48.8125,0.148438
50,49.3477,0.152344
50,49.8242,0.175781
50,50.2969,0.164063
50,50.7734,0.152344
50,51.2227,0.152344
50,51.6367,0.164063
50,52.0234,0.167969
50,52.4219,0.152344
50,52.7734,0.171875
50,53.0742,0.195313
50,53.4219,0.160156
50,53.7969,0.132813
50,54.1719,0.121094
50,54.5117,0.128906
50,54.8242,0.128906
50,55.0977,0.140625
50,55.3594,0.140625
50,55.5742,0.164063
50,55.7734,0.167969
50,56.0352,0.128906
50,56.3477,0.0859375
50,56.6484,0.0742188
50,56.9219,0.0742188
50,57.1719,0.0742188
50,57.3984,0.0742188
50,57.5859,0.0859375
50,57.75,0.0898438
50,57.8984,0.09375
50,58.0742,0.0703125
50,58.2227,0.0742188
50,58.3477,0.0820313
50,58.4219,0.109375
50,58.4375,0.144531
50,58.4375,0.160156
50,58.4375,0.164063
50,58.4492,0.164063
50,58.4727,0.160156
50,58.5,0.164063
50,58.5352,0.15625
50,58.5625,0.167969
50,58.5742,0.175781
50,58.5859,0.179688
50,58.5977,0.179688
50,58.625,0.175781
50,58.6484,0.175781
50,58.6719,0.175781
50,58.6992,0.175781
50,58.7227,0.175781
50,58.7344,0.179688
50,58.7617,0.171875
50,58.7852,0.171875
50,58.8242,0.160156
50,58.8594,0.15625
50,58.8984,0.152344
50,58.9492,0.140625
50,59.0234,0.117188
50,59.125,0.09375
50,59.2227,0.078125
50,59.3242,0.0664063
50,59.4102,0.0585938
50,59.4492,0.0742188
50,59.4492,0.0898438
50,59.4492,0.0859375
50,59.4492,0.0820313
50,59.4492,0.0742188
50,59.4492,0.0703125
50,59.4492,0.0625
50,59.4492,0.0546875
50,59.4492,0.0507813
50,59.4492,0.0429688
50,59.4492,0.0351563
50,59.4492,0.0273438
50,59.4492,0.0195313
50,59.4492,0.0117188
50,59.4492,0.00390625
50,59.4492,-0.00390625
50,59.4492,-0.0117188
50,59.4492,-0.0195313
50,59.4492,-0.03125
50,59.4492,-0.0390625
50,59.4492,-0.0507813
50,59.4492,-0.0625
50,59.4492,-0.0742188
50,59.4492,-0.0859375
50,59.4375,-0.0859375
50,59.4219,-0.0976563
50,59.3984,-0.101563
50,59.3594,-0.101563
50,59.3125,-0.101563
50,59.2734,-0.117188
50,59.2227,-0.121094
50,59.1719,-0.125
50,59.125,-0.132813
50,59.0625,-0.132813
50,58.9844,-0.132813
50,58.875,-0.113281
50,58.7109,-0.0820313
50,58.5117,-0.0546875
50,58.2969,-0.0390625
50,58.1367,-0.0585938
50,58.0234,-0.0820313
50,58,-0.136719
50,58,-0.160156
50,58,-0.171875
50,57.9609,-0.160156
50,57.9102,-0.164063
50,57.8359,-0.152344
50,57.7734,-0.164063
50,57.6875,-0.15625
50,57.5742,-0.144531
